id	type	organization
org_k0wq2iGAH3Mxv7uMXOYl	3	BEIJING AEROSPACE TIMES OPTICAL-ELECTRONIC TECHNOLOGY CO. LTD.
org_k0XNkikXIjqULlii4FR2	3	Tasly Holding Group Co., Ltd.
org_K0y4AZVQedur1n5yeOhz	3	Hysonic. Co., Ltd.
org_k0YX9kNWNEKgVLUA4Ajz	3	CMTE Development Limited
org_K11vnxBM1v5ageJRgNYJ	2	THE JOY FACTORY, INC.
org_k12D2Dzt75hZmfKG6H0n	3	NGK Printer Ceramics Co., Ltd.
org_K13eKBfm7tpvtJCNVI1f	2	23andMe, Inc.
org_k14C0zVmUqHBC8ZtkqAx	2	Tsunami MedTech, LLC
org_k15h1PgYoaYOzj3k2rAu	2	Geologic Computer Systems, Inc.
org_K1AheojggSTtITnZfG6J	2	Hypres, Inc.
org_K1B4S9wfupezl0Hj8UbV	2	Sky Climber Wind Solutions, LLC
org_K1eOmcsQ7k3C2ItYCscQ	2	Envision Innovation, Inc.
org_k1Ezgk7ppWKjKPwEOUYy	2	OMAX Corporation
org_k1fhIj4axWqBQv6DorYV	2	Clarkson University—Division of Research
org_k1Mech52PwYSybIi5tqN	3	Nonomatic AG
org_K1n5wAaM06mk18ifBAU5	2	Advanced Reactor Concepts LLC
org_k1PITb1pf63XfMMINYyJ	2	Halthion Medical Technologies, Inc.
org_K1QNMPA5Ou4YSJZw17JK	2	SeetSaver, Inc.
org_k1qUGSdm7S1wz19ThPhn	2	TLX Technologies, LLC
org_k1rnmxGF0LdrGsVtbiW6	2	Hershberger Wind Energy, LLC
org_k1ukpIvqoU0iOZSLwjn0	3	Ningbo Anantara Baby Appliance Co., Ltd.
org_k1v0d9kw4F95I6HcsDU7	2	General Eletric Company
org_K1yerAJhPaV40VOn6VDD	2	Robert Temkin Associates, Inc.
org_K1YoUKpAsWR5v9lXh3hH	2	CELLPHONE-MATE, INC.
org_k1zybiWME77H3zVJasqY	3	SIT S.P.A.
org_K22p4BO5Y3h5GRlUfuCw	2	The NanoSteel Company, Inc.
org_K242BInNmYoHzoPFz4uF	3	Aureo Co., Ltd.
org_K24r6U7ZQWKyv890PeZt	3	Universidad de Talca
org_K26Eth1yQLch5hsAAEAk	3	Chinook Sciences, Ltd.
org_k2e145oyROQMftkWK3pV	3	Holscher & Flaig Patent GBR
org_k2euCbjGlKTcJOUCXvIV	2	BG Systems, Inc.
org_k2Fn6e4Q5V0K7TjwKYBD	2	Thin-Lite Corporation
org_k2g2NbXrCq864smta1eF	3	Alfred Kärcher GmbH & Co. KG
org_k2gMDul5nulROUbNvidP	2	Smartleaf, Inc.
org_K2HTLIyofjSVJnTqIqm9	2	OPFLEX TECHNOLOGIES, LLC
org_k2Ig21ezQQCJBOkCgrDw	2	MSATechnology, LLC.
org_K2LJKs6T5EOljK9qKdgl	2	TopCoder, Inc.
org_K2namXBCsii3JJ7D1jxK	3	Shandong Luye Pharmaceutical Co., Ltd.
org_K2ouQeBk6ADHtXVpS3os	2	Mallory Sonalert Products, Inc.
org_k2PlwR4GH2rYSL3bfLc4	2	Creatively Convenient, LLC
org_k2Ppfh4qpdlspjLsyDYJ	2	MEI, Inc.
org_K2QyMG1YSwiG7mtccbOE	2	NOVATION IQ LLC
org_K2rzYxOSluwwOP42zdo4	2	Treventis Corporation
org_K2t6xnPee6Kxre9nk00n	2	Geryon Space Technologies
org_k2v1F3r4KrjSC5krnzWY	3	CNH Industrial Belgium nv
org_k2WbVLMxkok6OPUD3vhZ	2	APEX TECHNOLOGIES, INC.
org_K2yNCJ0jlQCgY9TuYq6W	2	Innersense, Inc.
org_K2zcOdZimXxWS6Rb2kt7	2	Door Helper, LLC
org_k2ZOH8H240Pq9Rtwjy74	2	Capstone Manufacturing LLC
org_k37naUZqJvxP1VHy41pE	3	Chopard Technologies SA
org_k37uEPY2GktFdOAQCPw8	3	Gong Fong Enterprise Co., Ltd.
org_k3E76oP3cLNUAVLL6kFO	2	Garland Industries, Inc.
org_k3F3swXs9NbCpObwtVuW	2	Epizyme, Inc.
org_k3fjXKlKzr3apOPTRk4B	2	ADMIEMOBILE LLC
org_k3gvv0ZOcYVg9INzOvB3	2	Motion Picture Laboratories, Inc.
org_k3hbuvb0ZBo6Hjr8ZLXG	3	NIDEC SEIMITSU CORPORATION
org_k3idJcSO2QtmJYS6Oclu	2	Monolithic Power Systems, Inc.
org_k3Jhv3Fx5HA24ZPC8vWv	2	Alarm.com Incorporated
org_k3k2t6sc2DZBq3Syg2ti	2	P Tech, LLC
org_k3LrxiSPMnXVLiZ5HfK5	3	Thermoventiler i Ulricehamn AB
org_k3LvoZvhcTLbIcBVvuWQ	2	Auerbach Group LLC
org_k3NAhIU2azMMyFmanSZK	2	Catacel Corp.
org_K3NC9Sxak0ebiqAj1xYy	2	Bio-Nano Power, LLC
org_K3QagWzCSrJt1R2H0PsA	3	Fukoku Co., Ltd.
org_K3QJj9N9TKhor5KtViKy	3	Konindlijke Philips N.V.
org_k3Su3GvGYOGrfaXsSjan	2	Progeria Research Foundation, Inc.
org_k3v4goQ1eW5R9HEhur2Y	3	NsGene A/S
org_k3VmXc8qyDcZCA4azgVh	3	Manufacture et fabrique de montres et chronometres Ulysse Nardin Le Locle SA
org_k3vnvmBxbi3j5SxPbIAs	3	LUMIOTEC INC.
org_K3wK316R0lvDj8RMApoJ	2	Broadbridge Investor Communication Solutions, Inc.
org_k3xaR8rYBCbB5oF3qLJy	2	Stanford University
org_k3XCGQUsvDUeAkDfmDlg	3	Glanbia Nutritionals (Ireland) Ltd.
org_K3Y2K0wiQDDlCZ7wSglv	3	Drager Medical GmbH
org_K3ya3p89JbEas5qv9CsH	2	MiCardia Corporation
org_k43p0vjg6P6gEV269vOe	2	VirtualMetrix, Inc.
org_k45LzWGf9bKgTZ2B4xtu	3	Paranta Biosciences Limited
org_K4648eD8E8vHOTzTrP8E	3	CREAHOLIC S.A.
org_k47AZ8pc182tZQBpK5VJ	2	Radish Systems, LLC
org_K48g76iDwTlzhnY7qWw2	3	Assarel-Medet AD
org_k48SGjW3mBWJpg4Aawl9	3	LUBE CORPORATION
org_k493LnDP4QmQKSWq9rwf	2	Advanced Architectural Products, LLC
org_k49vWjtruEE5JjfmUR2P	2	Kreddle Rest LLC
org_K4AaukugQNwg8WMf3QvR	2	Progressive Specialty Glass Co., Inc.
org_k4gYeO8eIt0xaD33rmU4	3	INVENTYS THERMAL TECHNOLOGIES INC.
org_k4jTZrwAMpTgyLYAOa44	2	Infinity Headwear & Apparel, LLC
org_k4luCUOuOICJ7rj4Ay7i	2	Hoana Medical, Inc.
org_K4N9nUm7HM3EO6nLwO4V	3	Tissue Regenix Limited
org_k4NrZoDvrr3FFlOQ7inN	3	Harman Becker Automotive Systems GmbH
org_K4NZHmLWrmpNaokp3E9l	3	Hella Gutmann Solutions GmbH
org_K4OYxJr5jqJIRHecrLj5	3	VALEO SYSTEMES THERMIQUES
org_K4Qd9Wfep63aa9nTOGv7	3	T.F. & J.H. Braime (Holdings) PLC
org_K4QPPlDwYtJngjwBINiK	2	Leisure Concepts, Inc.
org_k4rN9tnGvINeTnUP9Cn3	2	Pharmacopeia, Inc.
org_K4rpwVapGJ6Yf0WlJYeN	2	Web.com Holding Company, Inc.
org_K4WkWbR06F149ZkYdnjn	3	Altibase Corporation
org_k4XJZ96hsMaq4YIIPas4	2	Tata Communications (America) Inc.
org_K4yuN9RZIsUlqIe7Oeio	2	RX Controls, LLC
org_k4zk3dpQgOgs8E7lzmR9	2	Hunter Fan Company
org_K538Ce4tlWie2lCG2DCU	3	Vidrio Plano de Mexico, S.A. de C.V.
org_K53jePFEke23tdk7T5ir	2	Componex, Inc.
org_K56LVo3osuKWy9aMFq5B	3	Oxitone Medical Ltd.
org_k57IiKdjkFPCsU63CEAf	3	RV Lighting
org_K58yUD5AzFqDm9P8hQ0t	3	Joy Industrial Co., Ltd.
org_k5bcGt5u8lcT6yL5XUCS	2	Hurst Brothers Company, Inc.
org_k5BNMKhWnrSPn4oshqyg	3	Kabushikikaisha Igaki Iryo Sekkei
org_K5CCoDskFCEdqzWOU15y	2	Cooperstown Distillery LLC
org_K5CTqU0SJxpb3CxaykTw	2	Earth-Kind, Inc.
org_K5EqwqjnMWpEQr2sHHce	3	Clamco Invest AB
org_k5i0t74qcG6asoIGiZhw	2	HireVue, Inc.
org_K5jK8D8ROE0GasxDqdEd	3	MAGNA POWERTRAIN BAD HOMBURG GMBH
org_k5JMpUHvtjgeoRIa4s76	3	GBA Marine AS
org_K5O2Br6ebQ1vsqYhpDnc	3	Shou Meng Enterprise Co., Ltd.
org_k5rIg8AdR1C4J9tbw8Sy	2	Dynalloy, Inc.
org_k5wfHrQylEU8sWvqxC8U	2	Travelweb LLC
org_K5ylaV0CPajQOn66JhB4	3	KOREA INSTITUTE OF MACHINERY & MATERIALS
org_k5zGjdZRXFuooEV20Sw3	2	Millennium Pharmaceuticals, Inc.
org_K5zlvtAkkjiHzd2mpCGO	2	CAO Group, Inc.
org_k5zqB1zwtXQaS21aFF3g	3	Venture Technologies SDN BHD
org_k60ShwCndjc3KZnDOEn4	2	Onyx Therapeutics, Inc.
org_k615r1VxFPIdruzOSA4h	3	CORTEXICA VISION SYSTEMS LIMITED
org_k617kBBFUsNV0PowpZyS	2	Square, Inc.
org_k62S7wfubMUVji2ZyxAe	2	CU Aerospace, LLC
org_k65mj1yGWy76C7nLWRiV	2	VIV Suppression, Inc.
org_K68Be2ygNcGNZPaJMBlJ	2	SCVNGR, INC.
org_k68uJ4GT1eGtudCE8eW2	3	Monte Verde S.A.
org_K69UUy95bw0KOmTtouiw	3	Christophe Claret S.A.
org_k69Wiq1FobMcW3Loahjs	3	Durock Alfacing International Limited
org_K6CvkSaHhDSGPxz1q72C	3	Victor Company of Japan, Ltd.
org_K6D9iwng5ssm4OJ7WW2Q	3	Major Science Co., Ltd.
org_k6Ed5aRCK4Yga1LPMwOI	3	BioPure Technology Limited
org_k6GeTXVTceki1eZPRBgF	2	Pacific Coast Feather Company 
org_K6h4I81WYx1nuBqVSuEH	3	Kurashiki Boseki Kabushiki Kaisha
org_k6iBgaphzFD0ybgOIXPs	2	Water Ride Concepts, Inc.
org_k6isXuA1QWMyO3Ezv3if	2	Quicklaunch, Inc.
org_k6m9xKvOUdJ9aZs2q8CY	2	OpinionLab, Inc.
org_K6Nbf1XDGgofvGJq1Ky7	2	CMS Products, Inc.
org_K6NmnvqOXN87m4Jh74p0	2	MEAS, LLC
org_K6NqAHnTu0fi16mYSvNn	3	CiRBA Inc.
org_K6xlt0iXebrNcTdp8hDU	2	Tryton Medical, Inc.
org_K6YaMe4vsEovLyp1HN1k	3	iZettle Merchant Services AB
org_K6yBiRi3DiZ28WYHjmKj	2	Northrop Grummen Systems Corporation
org_k6ywYGRfMP7qtwRfkB0s	3	ATHENA AUTOMATION LTD.
org_K6ZcNxVJY7YrK6CZT2lw	2	AT&T Investments UK Inc.
org_K6zQLUkaPOXqw4DxeK07	2	Zeeray LLC
org_k73U6MUzGXSTEcjsjBTz	3	Israel Military Industries Ltd.
org_k76WwlUJiy9kSrU4PiBX	3	New-Tec Integration (Xiamen) Co., Ltd.
org_k77iqoBB3bzViKZn3hVZ	3	Hydrover Holding S.A.
org_k79wQm27A9xwUBmruaJy	3	Lenovo Enterprise Solutions (Singapore) Pte. Ltd.
org_K7CG0UoidjSDjWA8efHO	2	RF Code, Inc.
org_K7FVwlf9EC2u2c7Zet81	3	UPC Broadband Operations BV
org_K7idhgdWUaiqvx183GOK	2	Burris Corporation
org_K7Ih7cPtcIuhadVWIJI2	3	Clariant Masterbatches (Deutschland) GmbH
org_K7IjAhY8dwnpnpxBh6Ut	3	National University Corporation ASAHIKAWA MEDICAL COLLEGE
org_k7iPnF5gHE8ickXRqDyY	3	CALENDAR KOKOKU CO., LTD.
org_k7nrcGTRUejtP7feK1Xz	3	Sinopower Semiconductor Inc.
org_K7o6ScN2OzV7p8cys3fg	3	AMANN GIRRBACH AG
org_k7RE4vArprBAqvaPTGpd	3	INVATEC S.P.A.
org_k7TtTa2Gm00sr0kZ7V9U	3	Spin Master Ltd.
org_K7tVyuuC9hU52PFS0d9d	3	VCA Technology Ltd.
org_K7wQikTV0IUhcUsBSSUx	3	Japanese Aerospace Exploration Agency
org_k7WqTsbZwKXXFnbyWxJW	3	Hangzhou Creator Machinery Manufacture Co., Ltd.
org_k81uZ5pwi0A6EyI2gU5z	2	Friedrich Air Conditioning Co., Ltd.
org_K83umSpNo0hTqsZkEUu6	2	Cord Warden of Rochester, LLC
org_k85M347IRuyYVHMXpDvx	2	Primos, Inc.
org_k860PldqOecQ3F7YPeqh	2	Optomec, Inc.
org_k87DTc1hlWtnl9LSrFfT	2	Everyone Counts, Inc.
org_K88fwg0C5gVpsSPEJei8	3	Kimura Chemical Plants Co., Ltd.
org_K8CB6mu7AjrBhfT5ApMW	2	Equilottery LLC
org_k8fgvWXxsIhyTOI4f9eR	3	United Waters International AG
org_K8IAUpYr02o08ONqUosp	2	Align Technology, Inc.
org_K8JCD3k6m1AAJZtQa0Eb	2	Action Tapes, Inc.
org_k8LkqoBvrOByjSkgAHwr	2	HCT Group Holdigns Limited
org_K8LMXKQNY4QpRR97i9Cz	2	Schawbel Technologies LLC
org_k8tfV99PI92dGnEREwtZ	2	Cyberonics, Inc.
org_K8u4cJ8gBAq9h45O6zzR	3	NEC Toshiba Space Systems, Ltd.
org_K8Uyp7qqX0nblcwGucl0	3	HICON CO., LTD.
org_k8vMv1YHYN3h9dig5hWn	3	NDS Technologies France
org_K8xxqDSapeotwAGlXVky	3	BES Rehab Ltd.
org_k8yef4AWjEiMkoCpCbCM	2	3D Biomatrix, Inc.
org_K8z27HR3LoYmzPkYrwOy	3	BOLLEGRAAF PATENTS AND BRANDS B.V.
org_k95UlRut2R1udALrOQ6y	3	International Refills Company Limited
org_K96aj9bluR71FwF2N0Sj	2	Karcher North America, Inc.
org_k96gHOdaHd3an3lsVR4Z	2	Mentor Worldwide LLC
org_k97fzY6Fyy8RXvS0CLdi	3	A.R.C.I.L.
org_k98XnnUieN7J0ta6IUPQ	2	Western Union Financial Services, Inc.
org_K99QxUSoF4icX9BFVL9p	3	Gaplast GmbH
org_k9b2hvBkVUNvzlvbRt7A	3	Canada Pipeline Accessories, Co. Ltd.
org_K9C7us2M8fexUdpSK4Zc	3	3S Hi-Technologies Co., Ltd.
org_k9DAYH7QOwM464mTRLxh	2	WATERWORKS IP CO., LLC
org_K9EFz2DxXHOLRlRPvSbW	3	Seokwang Mfg. Co., Ltd.
org_K9fbaFGAj6L2ZCWm6vZ0	2	Atlanta Attachment Company
org_k9fo1CEUYTcJAbWIZWnA	2	Heart and Sole USA, LLC
org_k9FUAfLnnWY1IMnOGzUN	7	Le Centre National de la Recherche Scientifique (CNRS)
org_k9GaePiCczovS55ATBE4	3	Light My Fire Sweden AB
org_K9ha1Z5Dsvj37vv1PPBf	2	Display Matrix Corporation
org_K9jKZ1qEfWmw8E2wD0qB	3	Axsensor AB
org_k9KXhxWbfJxK1m6J6Aqp	2	AEGISOUND
org_K9LepPOKIqJnVZELbata	2	Guidewire Software, Inc.
org_k9MfJEbXKmD1ENwPpv4I	2	Thomas Engineering, Inc.
org_k9mHcNdD4AL0hMAA3jjx	2	TV2 Consulting, LLC
org_k9Qepv2k5FStJgLMx9mr	3	4SC MG
org_k9qptyzqPcDfV1FLwMru	2	MYGALAXY Limited Company
org_K9RPNSXJBgt6iCXNj7zo	2	VSP Labs, Inc.
org_k9tPQyO9flVcLZHC0bH1	2	Live Nation Worldwide, Inc.
org_K9utAkKxKTWXeD6iHrk0	3	Ecole Polytechnique Federale de Lausanne-Service des Relations Industrielles
org_k9vdyX1b2IDUbRg9Kh9q	3	Mustek Systems Inc.
org_K9x2MmKaICNHwVncPCpN	3	Biocompatibles UK Limited
org_k9Ydcy57YmNgGMkqx3h1	2	DataDirect Networks, Inc.
org_k9ZdqTaKj1lsPimAHP8A	3	Herbarium Laboratorio Botanico Ltda.
org_ka01VdjA0nb44mTEOter	2	Paddle Fan Adapter, LLC
org_kA3AcF01JzZkU97lxHgT	2	Bergen Medical Products, Inc.
org_ka5FwLX0MdtLEFuj4IN2	2	Lucas Mendoza Intellectual Property, Inc.
org_KA5GnNCMhHOjltGhhxiP	3	Fibrotech Therapeutics PTY LTD
org_Ka72ZFyG5a9mY1FCOsIA	2	Democracyontheweb, LLC
org_Ka8Y3XsuRtetZSzDQc2g	3	SZ DJI TECHNOLOGY CO., LTD.
org_Ka9X2Pg9vVASmtbtw9s0	3	Transmode Systems AB
org_kAAvhcyrkXVFEizmhTA0	2	Simply Play Better LLC
org_KABAksRvI0XpFjFJ1b87	2	La Vay Sports Technologies, LLC
org_Kaboy1E7BDkA99RIvPqw	3	Ambro Co., Ltd.
org_kaCHrcxtCPlAWXhjyOGg	3	Envision Energy (Denmark) ApS
org_KaCSkrrSCYPx6u6rNesK	3	Institute of National Colleges of Technology, Japan
org_KacsWD28TeIpkaim3djk	2	Hunting Titan, Inc.
org_KafnaOEFkE75kaGee2ZH	2	Danfoss Scroll Technologies, LLC
org_kaFVd3ZvsaY0IXzOMrLg	2	Energy Telecom, Inc.
org_KAG40W3ighVVsI92jbgh	3	Uniao Brasileira de Educacao e Assistencia—Mantenedora da PUCRS
org_kagcEHodV1BbX4rZJaVP	2	CJD LLC
org_kaHwXVRVmnsHtSzXVkHY	2	SANTA MONICA SEMICONDUCTOR, LLC
org_KAi9rgtn7bNP3I5RfWuB	3	Michelin Recherche at Technigue S.A.
org_kaifdTaWpzZOoT6OzJNR	2	Kubisys Inc.
org_kaKp5NcqUZi5aJmTLubh	3	Lorom Industrial Co., Ltd.
org_KaKqj9t2V24L8PHjgBIg	2	Clinical Comfort Solutions, LLC
org_KAKvyhJeDBziAODvvTJF	2	Ensighten, Inc.
org_kaLf3wOkyTS5UfUHjG4i	2	Turtle Brake, Inc.
org_KAm4rPUEqJJIxnynvJOK	2	OneDemand.com, Inc.
org_KAmt98kVs5F1wUJR447W	3	ADVANCED SENSORS LIMITED
org_kaMZ1kG71wWVyEuwz3kK	3	GEDA Dechentreiter GmbH & Co. KG
org_kAo5MpBRM4Ha35WoZaY5	2	MGT Gaming, Inc.
org_kaPebSLztiLZdnsUghcD	2	Oceanit Laboratories, Inc.
org_Kaq526MFjPrmgFAzz1Y7	3	Pilot Drilling Control Limited
org_kAqCzpB6f5fS12l1zrzc	2	DunAn Microstaq, Inc.
org_KAqlmhwvvMJt0otz3uM0	3	Egtronics Co., Ltd.
org_KaqLqOQ1usFl70dyODUn	2	G-Tracking, LLC
org_kAQplHnnjTJxbI8TDu4v	3	Survey Engine Pty Ltd.
org_karDx38zDeqfu7VHzvfK	2	MAGNA MIRRORS OF AMERICA, INC.
org_kARNfuweCkmym3AYaKH1	3	Four Nines, Inc.
org_kAs1krGElxjQoAwFigd7	3	BOREAL COMPOST ENTERPRISES LTD.
org_kAs1Y7Ftkck75n28OK2m	3	Kode Biotech Limited
org_kAS9dlmv6rHGmjXLE3Kp	3	Fujistu Optical Component Limited
org_kasq30FtgBfYR42GOUko	2	Prime.Line Products Co.
org_kaT9ata0G6GbFmcYKQBg	3	Zear Corporation Limited
org_kATJ9QpoECFhBpOOkrpi	3	Klingelnberg AG
org_Kaubvopo5JStMuwrB0Rr	2	Interra Systems Inc.
org_KAUd29TnlIP2ZQokwbwY	3	Infinitt Healthcare Co., Ltd.
org_kAvwO3gPru1hcSKuDDh5	2	Kilgore Flares Company, LLC
org_KaxSaSKW6DxiZ5k8qr4q	3	Brandenburgische Technische Universität Cottbus-Senftenberg
org_KaXwPRykGICWGEqkeDUb	3	Pantarhei Bioscience B.V.
org_KAyz7Nclil3Ng45rZ0C1	3	SH COPPER PRODUCTS CO., LTD.
org_KaZNNJqJabfMHw5Yr7VQ	3	COSDA MANU FACTURING COMPANY
org_Kb1AYbbMctu1YmBZ6ZiY	2	World Products, Inc.
org_kb1ILkEMyCpFPNwtjSCm	2	Power Integrations, Inc.
org_kB2Mnc2DV9BzTxs3qktC	3	Baxler Innovations GmbH
org_KB5frbCvDWUcZBw968ut	3	BioArctic Neuroscience AB
org_Kb5ZPmepcStXKJHRvXhr	2	Quixam, LLC
org_kb6Xw01NKgxoWdavJBPT	2	Simply Thick, LLC
org_kb8JDPHh6dmU1kpRtaiX	3	Beintoo, S.p.A.
org_kB8MErByuKgkoer7zPJU	3	Meiji University
org_kBa7XAtIETDHgyh2LX3j	2	Vivus, Inc.
org_kBaD878tmpE1r9al3muQ	2	LLI Safety Systems, LLC
org_kbboHcKWF7DHyw1VbcPe	3	Oy Neurofood AB
org_KbCNQyPnyZAd8HHg4qQi	2	Asuragen, Inc.
org_kbctu1wELM6yLXHsS3bz	3	Magna Car Top Systems GmbH
org_KbCUsnrTOv4WQVYmFwCp	3	FOVEA PHARMACEUTICALS
org_KBcZ0J2pYATnROz7whBS	3	JUSTOY PTY LTD
org_KBD0RBNIgldxRJPtqT4z	2	Akermin, Inc.
org_kBdXZoCiQPxpeEfXwDNP	3	Nucletron Operations B.V.
org_kbfoNLEQvAJt52Idn0GU	3	Mehmet Nevres Ulgen
org_KBfskP5WmRUCfb4uIcas	2	Cox Enterprises, Inc.
org_KBGsurt8et9UldnHZwHo	3	Kaltenbach & Voigt GmbH & Co.
org_kBhCReuGrnaauhRO9FLV	2	Sunmodo Corporation
org_KbIvo1wXeGRrtEerTmQb	2	MiriMedical, LLC
org_kBIYMAEpOrtyWvVH2QjK	2	Cambridge International, Inc.
org_kBjvYm8cYExYfGxV6S8x	2	InfraWare, Inc.
org_KbK6ajOnoMdlOtAfa3vS	3	Olympus Medical Systems Corp.
org_Kblgl2WBWBYcy4eOtwyE	3	Infosec Co., Ltd.
org_kBMUoMDBJlubYiu3500c	3	Given Imaging Ltd.
org_KbngNBL4U9x5SuEmRfk2	3	Tekelec Netherlands Group, B.V.
org_KBngvDk1ewdoRM8KCnSI	2	icueTV, Inc.
org_kbOG87H2ugGTLa94bjYd	2	SABI, Inc.
org_kBOiP6acFaNKwVzlTpYJ	3	Fulham Company Limited
org_KBPTN7uillCZpiXyOyDC	3	Rep International
org_KBQqrP7DKuaF9ejDh7Rh	2	Cima Labs Inc.
org_kbQyoOIQzwIeWThkX8DZ	3	Maschinenfabrik Bernard Krone GmbH
org_KBrGqE7WzSkF1uGO8WSH	2	SPRI Products, Inc.
org_kbSddmFswl35nQcx5F8V	3	Honshu Chemical Industry Co., Ltd.
org_KBsh8RaLlewIZGYXgqBy	3	National Refrigeration & Air Conditioning Canada Corp.
org_kbSlGYgszWobZxEReFE6	3	M.S.T. Medical Surgery Technologies Ltd
org_KBtfjY2bV8E27C0tnWEf	2	Symphony Evolution, Inc.
org_kbu97dyFnQSqoPcTfY9i	2	Celartern, Inc.
org_KbULr2figpvBQu8UlnOd	2	Realityworks, Inc.
org_KBur4RRAKTGk9qNFwDpc	3	Societe Francaise de Detecteurs Infrarouges-Sofradir
org_kbVgYA3832rR2zbOcxHl	3	Sunboost Ltd
org_kbVJK3MiUg8SEwlOW0BB	2	Shoals Tubular Products, Inc.
org_KbX8G8thVrcEVeFl9e4A	3	Potencia Medical AG
org_KBxkBlMWkkXTfWMmxI2y	3	Advanced Medical Balloons GmbH
org_Kbxpzj2fOGDscFWuIIBy	3	Shanghai Actions Semiconductor Co., Ltd.
org_kbyneHeXjlCbJ5zA56Di	2	Middle Park Medical, Inc.
org_kbZvkZi77AfruvjKfOyg	2	Bluebeam Software, Inc.
org_Kc0jAKP1vxnvi0JoFWyP	2	Location Based Technologies, Inc.
org_kc0vfTnfoIc0C1Te5ZEt	2	James Allan Hays
org_kc17x2UFdUwzzy7IM93h	2	The Eye Capture Company, Inc.
org_KC1keyuI8NIphMcJTJUP	2	APQ Development, LLC
org_kc1NcIwq2hg456plKVAF	2	Meggitt Safety Systems, Inc.
org_KC1RNtPNW9o8GzX23oAM	2	South Dakota School of Mines and Technology
org_kc1y1DG6eQDPnVC5fiWu	2	Dolby Laboratories Licensing Corporation
org_Kc2MiOLwLXxAdFmsqovE	2	Fatdoor, Inc.
org_Kc30lrBPWvNgnq0eo47r	3	NUOVA STAR S.P.A.
org_Kc55s745ezLaMV9Jukyc	3	Atop Precision Ind. Co., Ltd.
org_Kc58Gp6LGkSAUJaTfpsu	3	Tokendo
org_KC5GDRRlWN1GBTIHntJ2	2	Union Bay Networks, Inc.
org_Kc6DBZ8vr9gxCkRjHUNG	3	Teknimed
org_KC7U9oQrWSbxgxjIJ4YT	3	Tecsys, Inc.
org_kc98Tj0OenpADCBmJEM4	2	Beatbots LLC
org_kCaOVbyxojLarDNXIOuD	3	BITRON S.P.A.
org_kCce9vFq0lHYI76NF8Lb	3	Sun Harmonics Ltd
org_Kcddk14zx9sk2dSvQQ1t	2	Astrazeneca Pharmaceuticals LP
org_KCDFeQojCCV2OS3d6eO2	2	Malå Geoscience USA
org_KcE9imrrPMlIxAfAiOEv	2	Ames Rubber Corporation
org_KcexmFa3ZRZTYyHv5Dar	3	Amdocs Systems Limited
org_KcfjiP9tB6IMuISi7ncA	3	Fujikura Rubber Ltd.
org_kCFMYpA10bKBHCM7W8A5	2	Nanovis, LLC
org_kcg3Cl1xbLQognetdVQ2	2	FORMULA LABS, LLC
org_KcGFeiscSDcZQvoKHj2U	2	Strata Proximity Systems, LLC
org_kcGHKWT9WipUZd5arXw1	3	Institut de Recerca I Tecnologia Agroalimentaries
org_kcgrYElozTPk4bVbvlvG	2	Green Swan, Inc.
org_kCIjiX3SbjxJjwXTbo48	3	ABZAC Canada Inc.
org_kciMB8dBWJ4eicEirc2S	3	N2IT Holding B.V.
org_kCir2OaXlFH4HrdlzXOh	2	Inventor Holdings, LLC
org_KCIY4rvF1ae5lALA2KPp	2	Digital Sandbox
org_kCj9h9fB87EUXCnuZ8SZ	2	Oversight Technologies, Inc.
org_KcjaPDel2DV32JvVj1kW	2	MACNEIL IP LLC
org_kCjzDQFKpcCB7Dt16k2e	2	Unarco Industries LLC
org_KcKGJt2d9w4172h6q25L	3	Swedish Match North Europe AB
org_KcLEqY7HnMrI9i1ZwIuQ	2	GPB Scientific, LLC
org_kClfx6vBqaBdIyKM5MHX	3	Deck Chair Learning Systems Inc.
org_KCLsG7tfLVEuCr3aGQUr	2	3form, Inc.
org_KCltWzRFx4xjaLxJsYLy	3	Key To Metals AG
org_kcMlHpeZ9tIF0QtmXIuv	3	Da Yuan Sheng Industrial Co., Ltd.
org_KCP0Zog1dPquwYh0uIYo	2	Advanced Community Services
org_kcp7BJWTZoLrDqZ31sYS	3	Shenzhen Fashion Beauty Technology Co., Ltd.
org_kCPAaeomLJRMirTGlhVl	3	Self Energising Coupling Company Limited
org_KcpeMISx5GQZtshV188J	2	The Ticket Reserve, Inc.
org_KCpwZ0bS8N0sm4Q1w6ay	2	ARNCO
org_KCthDmHcR6om7Z5wsvkk	3	Ahava-Dead Sea Laboratories Ltd.
org_kCUXyLBqMNkput8hD4f1	3	World Health Organization
org_kCvC7rT1ZhgO2njPYO68	3	Oshio Industry Co., Ltd.
org_kcvDasgVwJg9ibs1Hun2	3	Geotech Airborne Limited
org_KcVlGikszzqvXE2aAzbL	2	MYCELL TECHNOLOGIES, LLC
org_KCWJdtUPycDYoUdUmGGw	3	Kuang Ying Computer Equipment Co., Ltd.
org_Kcwqx1qqATF6HoJJZUdS	3	Pakit International Trading Company Inc.
org_kcxAhhMIgOKyGHuzYyEk	2	MECS, Inc.
org_KCYLa0aOQ5uHksCZpw8Z	3	Mashhad University of Medical Sciences (MUMS)
org_KCyP3ZHuu3BV7jTH3oXS	3	SAPPORO MEDICAL UNIVERSITY
org_KD0Ji4fvjUMdfV0Krw5B	3	Marvel Tech Inc.
